 # Jupiter model, Ptrans=7 Mbar, rock core 
 # m/Mp         P (GPa)    r/Rmean   T(K)   rho(g/ccm)
 0.6173655336  604.921312   0.67570  10678.4  1.5800271 
 0.6172840195  605.109452   0.67565  10679.6  1.5802401 
 0.6172025065  605.297621   0.67560  10680.8  1.5804532 
 0.6171209945  605.485818   0.67555  10682.0  1.5806663 
 0.6170394837  605.674044   0.67550  10683.2  1.5808793 
 0.6169579739  605.862299   0.67545  10684.3  1.5810924 
 0.6168764651  606.050583   0.67540  10685.5  1.5813054 
 0.6167949575  606.238896   0.67535  10686.7  1.5815185 
 0.6167134510  606.427238   0.67530  10687.9  1.5817315 
 0.6166319456  606.615609   0.67525  10689.1  1.5819446 
 0.6165504412  606.804008   0.67520  10690.2  1.5821576 
 0.6164689380  606.992436   0.67515  10691.4  1.5823706 
 0.6163874358  607.180894   0.67510  10692.6  1.5825836 
 0.6163059348  607.369380   0.67505  10693.8  1.5827966 
 0.6162244348  607.557894   0.67500  10695.0  1.5830097 
 0.6161429360  607.746438   0.67495  10696.1  1.5832227 
 0.6160614383  607.935011   0.67490  10697.3  1.5834357 
 0.6159799416  608.123612   0.67485  10698.5  1.5836487 
 0.6158984462  608.312243   0.67480  10699.7  1.5838617 
 0.6158169518  608.500902   0.67475  10700.9  1.5840746 
 0.6157354585  608.689590   0.67470  10702.0  1.5842876 
 0.6156539664  608.878307   0.67465  10703.2  1.5845006 
 0.6155724754  609.067052   0.67460  10704.4  1.5847136 
 0.6154909855  609.255827   0.67455  10705.6  1.5849265 
 0.6154094967  609.444630   0.67450  10706.8  1.5851395 
 0.6153280091  609.633463   0.67445  10707.9  1.5853525 
 0.6152465226  609.822324   0.67440  10709.1  1.5855654 
 0.6151650373  610.011214   0.67435  10710.3  1.5857784 
 0.6150835531  610.200132   0.67430  10711.5  1.5859913 
 0.6150020700  610.389080   0.67425  10712.6  1.5862043 
 0.6149205880  610.578057   0.67420  10713.8  1.5864215 
 0.6148391069  610.767063   0.67415  10714.9  1.5866397 
 0.6147576267  610.956099   0.67410  10716.0  1.5868579 
 0.6146761473  611.145164   0.67405  10717.1  1.5870762 
 0.6145946688  611.334258   0.67400  10718.2  1.5872944 
 0.6145131913  611.523383   0.67395  10719.3  1.5875126 
 0.6144317145  611.712536   0.67390  10720.4  1.5877309 
 0.6143502387  611.901719   0.67385  10721.5  1.5879491 
 0.6142687638  612.090932   0.67380  10722.6  1.5881673 
 0.6141872898  612.280174   0.67375  10723.7  1.5883855 
 0.6141058167  612.469445   0.67370  10724.8  1.5886037 
 0.6140243445  612.658746   0.67365  10725.9  1.5888219 
 0.6139428732  612.848077   0.67360  10727.0  1.5890401 
 0.6138614028  613.037437   0.67355  10728.1  1.5892583 
 0.6137799333  613.226826   0.67350  10729.2  1.5894765 
 0.6136984647  613.416245   0.67345  10730.3  1.5896947 
 0.6136169970  613.605693   0.67340  10731.4  1.5899129 
 0.6135355303  613.795171   0.67335  10732.5  1.5901311 
 0.6134540645  613.984678   0.67330  10733.6  1.5903493 
 0.6133725996  614.174215   0.67325  10734.7  1.5905675 
 0.6132911356  614.363781   0.67320  10735.8  1.5907856 
 0.6132096726  614.553377   0.67315  10736.9  1.5910038 
 0.6131282105  614.743002   0.67310  10738.0  1.5912220 
 0.6130467493  614.932657   0.67305  10739.1  1.5914401 
 0.6129652890  615.122341   0.67300  10740.2  1.5916583 
 0.6128838297  615.312055   0.67295  10741.3  1.5918765 
 0.6128023714  615.501798   0.67290  10742.4  1.5920946 
 0.6127209139  615.691570   0.67285  10743.5  1.5923128 
 0.6126394575  615.881372   0.67280  10744.7  1.5925309 
 0.6125580019  616.071204   0.67275  10745.8  1.5927491 
 0.6124765473  616.261065   0.67270  10746.9  1.5929672 
 0.6123950937  616.450955   0.67265  10748.0  1.5931853 
 0.6123136411  616.640875   0.67260  10749.1  1.5934035 
 0.6122321894  616.830825   0.67255  10750.2  1.5936216 
 0.6121507386  617.020803   0.67250  10751.3  1.5938397 
 0.6120692889  617.210812   0.67245  10752.4  1.5940579 
 0.6119878400  617.400850   0.67240  10753.5  1.5942760 
 0.6119063922  617.590917   0.67235  10754.6  1.5944941 
 0.6118249453  617.781014   0.67230  10755.7  1.5947122 
 0.6117434995  617.971140   0.67225  10756.8  1.5949303 
 0.6116620545  618.161295   0.67220  10757.9  1.5951484 
 0.6115806106  618.351480   0.67215  10759.0  1.5953665 
 0.6114991676  618.541695   0.67210  10760.1  1.5955846 
 0.6114177257  618.731939   0.67205  10761.2  1.5958027 
 0.6113362847  618.922212   0.67200  10762.3  1.5960208 
 0.6112548447  619.112515   0.67195  10763.4  1.5962389 
 0.6111734057  619.302848   0.67190  10764.5  1.5964570 
 0.6110919677  619.493210   0.67185  10765.6  1.5966751 
 0.6110105307  619.683601   0.67180  10766.7  1.5968932 
 0.6109290947  619.874022   0.67175  10767.8  1.5971112 
 0.6108476597  620.064472   0.67170  10768.9  1.5973293 
 0.6107662257  620.254952   0.67165  10770.0  1.5975474 
 0.6106847928  620.445461   0.67160  10771.1  1.5977654 
 0.6106033608  620.636000   0.67155  10772.2  1.5979835 
 0.6105219298  620.826568   0.67150  10773.3  1.5982016 
 0.6104404999  621.017165   0.67145  10774.4  1.5984196 
 0.6103590710  621.207792   0.67140  10775.5  1.5986377 
 0.6102776430  621.398449   0.67135  10776.6  1.5988557 
 0.6101962162  621.589135   0.67130  10777.7  1.5990737 
 0.6101147903  621.779850   0.67125  10778.8  1.5992918 
 0.6100333655  621.970595   0.67120  10779.9  1.5995098 
 0.6099519417  622.161369   0.67115  10781.0  1.5997279 
 0.6098705190  622.352173   0.67110  10782.1  1.5999459 
 0.6097890972  622.543006   0.67105  10783.2  1.6001639 
 0.6097076766  622.733869   0.67100  10784.3  1.6003819 
 0.6096262569  622.924761   0.67095  10785.4  1.6006000 
 0.6095448384  623.115683   0.67090  10786.5  1.6008180 
 0.6094634208  623.306634   0.67085  10787.6  1.6010360 
 0.6093820043  623.497614   0.67080  10788.7  1.6012540 
 0.6093005889  623.688624   0.67075  10789.8  1.6014720 
 0.6092191745  623.879664   0.67070  10790.9  1.6016900 
 0.6091377612  624.070732   0.67065  10792.0  1.6019080 
 0.6090563489  624.261831   0.67060  10793.1  1.6021260 
 0.6089749377  624.452958   0.67055  10794.2  1.6023440 
 0.6088935276  624.644116   0.67050  10795.3  1.6025620 
 0.6088121185  624.835302   0.67045  10796.4  1.6027800 
 0.6087307105  625.026518   0.67040  10797.5  1.6029979 
 0.6086493036  625.217764   0.67035  10798.6  1.6032159 
 0.6085678977  625.409039   0.67030  10799.7  1.6034339 
 0.6084864930  625.600343   0.67025  10800.8  1.6036519 
 0.6084050892  625.791677   0.67020  10801.9  1.6038698 
 0.6083236866  625.983041   0.67015  10803.0  1.6040878 
 0.6082422851  626.174433   0.67010  10804.1  1.6043058 
 0.6081608847  626.365856   0.67005  10805.2  1.6045237 
 0.6080794853  626.557307   0.67000  10806.3  1.6047417 
 0.6079980871  626.748789   0.66995  10807.4  1.6049596 
 0.6079166900  626.940299   0.66990  10808.5  1.6051776 
 0.6078352939  627.131839   0.66985  10809.6  1.6053955 
 0.6077538990  627.323409   0.66980  10810.7  1.6056134 
 0.6076725051  627.515008   0.66975  10811.8  1.6058314 
 0.6075911124  627.706636   0.66970  10812.9  1.6060493 
 0.6075097207  627.898294   0.66965  10814.0  1.6062672 
 0.6074283302  628.089981   0.66960  10815.1  1.6064852 
 0.6073469408  628.281698   0.66955  10816.2  1.6067031 
 0.6072655525  628.473444   0.66950  10817.3  1.6069210 
 0.6071841653  628.665219   0.66945  10818.4  1.6071389 
 0.6071027793  628.857024   0.66940  10819.5  1.6073568 
 0.6070213944  629.048859   0.66935  10820.6  1.6075747 
 0.6069400106  629.240723   0.66930  10821.7  1.6077926 
 0.6068586279  629.432616   0.66925  10822.8  1.6080105 
 0.6067772464  629.624539   0.66920  10823.9  1.6082284 
 0.6066958660  629.816491   0.66915  10825.0  1.6084463 
 0.6066144867  630.008473   0.66910  10826.1  1.6086642 
 0.6065331086  630.200484   0.66905  10827.2  1.6088821 
 0.6064517316  630.392524   0.66900  10828.3  1.6091000 
 0.6063703558  630.584594   0.66895  10829.4  1.6093179 
 0.6062889811  630.776694   0.66890  10830.5  1.6095357 
 0.6062076075  630.968823   0.66885  10831.6  1.6097536 
 0.6061262351  631.160981   0.66880  10832.7  1.6099715 
 0.6060448639  631.353169   0.66875  10833.8  1.6101894 
 0.6059634938  631.545386   0.66870  10834.9  1.6104072 
 0.6058821249  631.737632   0.66865  10835.9  1.6106251 
 0.6058007572  631.929908   0.66860  10837.0  1.6108429 
 0.6057193906  632.122214   0.66855  10838.1  1.6110608 
 0.6056380252  632.314549   0.66850  10839.2  1.6112786 
 0.6055566609  632.506913   0.66845  10840.3  1.6114965 
 0.6054752979  632.699307   0.66840  10841.4  1.6117143 
 0.6053939360  632.891730   0.66835  10842.5  1.6119322 
 0.6053125753  633.084183   0.66830  10843.6  1.6121500 
 0.6052312157  633.276665   0.66825  10844.7  1.6123678 
 0.6051498574  633.469176   0.66820  10845.8  1.6125857 
 0.6050685002  633.661717   0.66815  10846.9  1.6128035 
 0.6049871443  633.854287   0.66810  10848.0  1.6130213 
 0.6049057895  634.046887   0.66805  10849.1  1.6132391 
 0.6048244359  634.239516   0.66800  10850.2  1.6134569 
 0.6047430835  634.432175   0.66795  10851.3  1.6136747 
 0.6046617323  634.624863   0.66790  10852.4  1.6138926 
 0.6045803823  634.817580   0.66785  10853.5  1.6141104 
 0.6044990335  635.010327   0.66780  10854.6  1.6143282 
 0.6044176859  635.203104   0.66775  10855.7  1.6145460 
 0.6043363395  635.395910   0.66770  10856.8  1.6147637 
 0.6042549943  635.588745   0.66765  10857.9  1.6149815 
 0.6041736504  635.781609   0.66760  10859.0  1.6151993 
 0.6040923076  635.974503   0.66755  10860.1  1.6154171 
 0.6040109661  636.167427   0.66750  10861.2  1.6156349 
 0.6039296258  636.360380   0.66745  10862.3  1.6158527 
 0.6038482868  636.553362   0.66740  10863.4  1.6160704 
 0.6037669489  636.746374   0.66735  10864.5  1.6162882 
 0.6036856123  636.939415   0.66730  10865.6  1.6165060 
 0.6036042769  637.132486   0.66725  10866.7  1.6167237 
 0.6035229428  637.325586   0.66720  10867.8  1.6169415 
 0.6034416099  637.518715   0.66715  10868.9  1.6171592 
 0.6033602782  637.711874   0.66710  10869.9  1.6173770 
 0.6032789478  637.905062   0.66705  10871.0  1.6175947 
 0.6031976186  638.098280   0.66700  10872.1  1.6178125 
 0.6031162906  638.291527   0.66695  10873.2  1.6180302 
 0.6030349640  638.484804   0.66690  10874.3  1.6182480 
 0.6029536385  638.678110   0.66685  10875.4  1.6184657 
 0.6028723143  638.871445   0.66680  10876.5  1.6186834 
 0.6027909914  639.064810   0.66675  10877.6  1.6189012 
 0.6027096697  639.258204   0.66670  10878.7  1.6191189 
 0.6026283493  639.451628   0.66665  10879.8  1.6193366 
 0.6025470302  639.645081   0.66660  10880.9  1.6195543 
 0.6024657123  639.838563   0.66655  10882.0  1.6197720 
 0.6023843957  640.032075   0.66650  10883.1  1.6199897 
 0.6023030804  640.225617   0.66645  10884.2  1.6202074 
 0.6022217663  640.419187   0.66640  10885.3  1.6204251 
 0.6021404536  640.612787   0.66635  10886.4  1.6206428 
 0.6020591421  640.806417   0.66630  10887.5  1.6208605 
 0.6019778319  641.000076   0.66625  10888.6  1.6210782 
 0.6018965229  641.193764   0.66620  10889.7  1.6212959 
 0.6018152153  641.387482   0.66615  10890.8  1.6215136 
 0.6017339089  641.581229   0.66610  10891.9  1.6217313 
 0.6016526039  641.775006   0.66605  10893.0  1.6219490 
 0.6015713001  641.968812   0.66600  10894.0  1.6221666 
 0.6014899977  642.162648   0.66595  10895.1  1.6223843 
 0.6014086965  642.356512   0.66590  10896.2  1.6226020 
 0.6013273966  642.550407   0.66585  10897.3  1.6228196 
 0.6012460981  642.744330   0.66580  10898.4  1.6230373 
 0.6011648008  642.938284   0.66575  10899.5  1.6232550 
 0.6010835049  643.132266   0.66570  10900.6  1.6234726 
 0.6010022103  643.326278   0.66565  10901.7  1.6236903 
 0.6009209170  643.520319   0.66560  10902.8  1.6239079 
 0.6008396250  643.714390   0.66555  10903.9  1.6241256 
 0.6007583343  643.908490   0.66550  10905.0  1.6243432 
 0.6006770450  644.102620   0.66545  10906.1  1.6245608 
 0.6005957570  644.296779   0.66540  10907.2  1.6247785 
 0.6005144703  644.490967   0.66535  10908.3  1.6249961 
 0.6004331849  644.685185   0.66530  10909.4  1.6252137 
 0.6003519009  644.879432   0.66525  10910.5  1.6254313 
 0.6002706182  645.073709   0.66520  10911.6  1.6256490 
 0.6001893368  645.268015   0.66515  10912.7  1.6258666 
 0.6001080568  645.462350   0.66510  10913.7  1.6260842 
 0.6000267782  645.656715   0.66505  10914.8  1.6263018 
 0.5999455009  645.851109   0.66500  10915.9  1.6265194 
 0.5998642249  646.045533   0.66495  10917.0  1.6267370 
 0.5997829503  646.239986   0.66490  10918.1  1.6269546 
 0.5997016770  646.434468   0.66485  10919.2  1.6271722 
 0.5996204051  646.628980   0.66480  10920.3  1.6273898 
 0.5995391345  646.823521   0.66475  10921.4  1.6276074 
 0.5994578653  647.018092   0.66470  10922.5  1.6278250 
 0.5993765975  647.212692   0.66465  10923.6  1.6280425 
 0.5992953310  647.407321   0.66460  10924.7  1.6282601 
 0.5992140659  647.601980   0.66455  10925.8  1.6284777 
 0.5991328022  647.796668   0.66450  10926.9  1.6286953 
 0.5990515399  647.991386   0.66445  10928.0  1.6289128 
 0.5989702789  648.186133   0.66440  10929.1  1.6291304 
 0.5988890193  648.380909   0.66435  10930.1  1.6293480 
 0.5988077611  648.575715   0.66430  10931.2  1.6295655 
 0.5987265042  648.770551   0.66425  10932.3  1.6297831 
 0.5986452488  648.965415   0.66420  10933.4  1.6300006 
 0.5985639947  649.160309   0.66415  10934.5  1.6302182 
 0.5984827421  649.355233   0.66410  10935.6  1.6304357 
 0.5984014908  649.550185   0.66405  10936.7  1.6306532 
 0.5983202409  649.745168   0.66400  10937.8  1.6308708 
 0.5982389925  649.940179   0.66395  10938.9  1.6310883 
 0.5981577454  650.135220   0.66390  10940.0  1.6313058 
 0.5980764997  650.330291   0.66385  10941.1  1.6315234 
 0.5979952554  650.525390   0.66380  10942.2  1.6317409 
 0.5979140126  650.720520   0.66375  10943.3  1.6319584 
 0.5978327712  650.915678   0.66370  10944.4  1.6321759 
 0.5977515311  651.110866   0.66365  10945.4  1.6323934 
 0.5976702925  651.306083   0.66360  10946.5  1.6326109 
 0.5975890553  651.501330   0.66355  10947.6  1.6328284 
 0.5975078196  651.696606   0.66350  10948.7  1.6330459 
 0.5974265852  651.891912   0.66345  10949.8  1.6332634 
 0.5973453523  652.087247   0.66340  10950.9  1.6334809 
 0.5972641208  652.282611   0.66335  10952.0  1.6336984 
 0.5971828907  652.478005   0.66330  10953.1  1.6339159 
 0.5971016621  652.673428   0.66325  10954.2  1.6341334 
 0.5970204349  652.868880   0.66320  10955.3  1.6343509 
 0.5969392092  653.064362   0.66315  10956.4  1.6345684 
 0.5968579848  653.259873   0.66310  10957.5  1.6347858 
 0.5967767620  653.455414   0.66305  10958.5  1.6350033 
 0.5966955406  653.650984   0.66300  10959.6  1.6352208 
 0.5966143206  653.846584   0.66295  10960.7  1.6354382 
 0.5965331021  654.042212   0.66290  10961.8  1.6356557 
 0.5964518850  654.237871   0.66285  10962.9  1.6358731 
 0.5963706694  654.433558   0.66280  10964.0  1.6360906 
 0.5962894553  654.629275   0.66275  10965.1  1.6363080 
 0.5962082426  654.825021   0.66270  10966.2  1.6365255 
 0.5961270314  655.020797   0.66265  10967.3  1.6367429 
 0.5960458216  655.216602   0.66260  10968.4  1.6369604 
 0.5959646133  655.412437   0.66255  10969.5  1.6371778 
 0.5958834065  655.608301   0.66250  10970.6  1.6373952 
 0.5958022012  655.804194   0.66245  10971.6  1.6376127 
 0.5957209973  656.000116   0.66240  10972.7  1.6378301 
 0.5956397949  656.196069   0.66235  10973.8  1.6380475 
 0.5955585940  656.392050   0.66230  10974.9  1.6382649 
 0.5954773946  656.588061   0.66225  10976.0  1.6384823 
 0.5953961967  656.784101   0.66220  10977.1  1.6386997 
 0.5953150002  656.980170   0.66215  10978.2  1.6389172 
 0.5952338053  657.176269   0.66210  10979.3  1.6391346 
 0.5951526118  657.372398   0.66205  10980.4  1.6393520 
 0.5950714199  657.568555   0.66200  10981.5  1.6395694 
 0.5949902294  657.764742   0.66195  10982.5  1.6397867 
 0.5949090404  657.960959   0.66190  10983.6  1.6400041 
 0.5948278530  658.157205   0.66185  10984.7  1.6402215 
 0.5947466670  658.353480   0.66180  10985.8  1.6404389 
 0.5946654826  658.549784   0.66175  10986.9  1.6406563 
 0.5945842997  658.746118   0.66170  10988.0  1.6408737 
 0.5945031182  658.942482   0.66165  10989.1  1.6410910 
 0.5944219384  659.138874   0.66160  10990.2  1.6413084 
 0.5943407600  659.335296   0.66155  10991.3  1.6415258 
 0.5942595831  659.531748   0.66150  10992.4  1.6417431 
 0.5941784078  659.728229   0.66145  10993.4  1.6419605 
 0.5940972340  659.924739   0.66140  10994.5  1.6421778 
 0.5940160617  660.121278   0.66135  10995.6  1.6423952 
 0.5939348910  660.317847   0.66130  10996.7  1.6426125 
 0.5938537218  660.514446   0.66125  10997.8  1.6428299 
 0.5937725541  660.711073   0.66120  10998.9  1.6430472 
 0.5936913879  660.907730   0.66115  11000.0  1.6432646 
 0.5936102233  661.104417   0.66110  11001.1  1.6434819 
 0.5935290603  661.301132   0.66105  11002.2  1.6436992 
 0.5934478988  661.497878   0.66100  11003.3  1.6439166 
 0.5933667388  661.694652   0.66095  11004.3  1.6441339 
 0.5932855804  661.891456   0.66090  11005.4  1.6443512 
 0.5932044236  662.088289   0.66085  11006.5  1.6445685 
 0.5931232683  662.285152   0.66080  11007.6  1.6447858 
 0.5930421146  662.482044   0.66075  11008.7  1.6450031 
 0.5929609624  662.678965   0.66070  11009.8  1.6452204 
 0.5928798118  662.875916   0.66065  11010.9  1.6454378 
 0.5927986628  663.072896   0.66060  11012.0  1.6456551 
 0.5927175153  663.269906   0.66055  11013.1  1.6458723 
 0.5926363694  663.466944   0.66050  11014.1  1.6460896 
 0.5925552251  663.664013   0.66045  11015.2  1.6463069 
 0.5924740823  663.861110   0.66040  11016.3  1.6465242 
 0.5923929411  664.058237   0.66035  11017.4  1.6467415 
 0.5923118016  664.255393   0.66030  11018.5  1.6469588 
 0.5922306636  664.452579   0.66025  11019.6  1.6471760 
 0.5921495271  664.649794   0.66020  11020.7  1.6473933 
 0.5920683923  664.847038   0.66015  11021.8  1.6476106 
 0.5919872591  665.044312   0.66010  11022.9  1.6478279 
 0.5919061274  665.241615   0.66005  11023.9  1.6480451 
 0.5918249974  665.438948   0.66000  11025.0  1.6482624 
 0.5917438689  665.636309   0.65995  11026.1  1.6484796 
 0.5916627421  665.833701   0.65990  11027.2  1.6486969 
 0.5915816168  666.031121   0.65985  11028.3  1.6489141 
 0.5915004932  666.228571   0.65980  11029.4  1.6491314 
 0.5914193712  666.426050   0.65975  11030.5  1.6493486 
 0.5913382507  666.623559   0.65970  11031.6  1.6495658 
 0.5912571319  666.821097   0.65965  11032.7  1.6497831 
 0.5911760147  667.018664   0.65960  11033.7  1.6500003 
 0.5910948992  667.216261   0.65955  11034.8  1.6502175 
 0.5910137852  667.413887   0.65950  11035.9  1.6504348 
 0.5909326729  667.611542   0.65945  11037.0  1.6506520 
 0.5908515622  667.809227   0.65940  11038.1  1.6508692 
 0.5907704531  668.006941   0.65935  11039.2  1.6510864 
 0.5906893457  668.204685   0.65930  11040.3  1.6513036 
 0.5906082399  668.402457   0.65925  11041.4  1.6515208 
 0.5905271357  668.600260   0.65920  11042.4  1.6517380 
 0.5904460332  668.798091   0.65915  11043.5  1.6519552 
 0.5903649323  668.995952   0.65910  11044.6  1.6521724 
 0.5902838330  669.193842   0.65905  11045.7  1.6523896 
 0.5902027354  669.391762   0.65900  11046.8  1.6526068 
 0.5901216395  669.589711   0.65895  11047.9  1.6528240 
 0.5900405451  669.787689   0.65890  11049.0  1.6530412 
 0.5899594525  669.985697   0.65885  11050.1  1.6532583 
 0.5898783615  670.183734   0.65880  11051.1  1.6534755 
 0.5897972722  670.381800   0.65875  11052.2  1.6536927 
 0.5897161845  670.579896   0.65870  11053.3  1.6539099 
 0.5896350985  670.778021   0.65865  11054.4  1.6541270 
 0.5895540141  670.976175   0.65860  11055.5  1.6543442 
 0.5894729314  671.174359   0.65855  11056.6  1.6545613 
 0.5893918504  671.372572   0.65850  11057.7  1.6547785 
 0.5893107711  671.570814   0.65845  11058.7  1.6549956 
 0.5892296934  671.769086   0.65840  11059.8  1.6552128 
 0.5891486175  671.967387   0.65835  11060.9  1.6554299 
 0.5890675432  672.165718   0.65830  11062.0  1.6556471 
 0.5889864705  672.364078   0.65825  11063.1  1.6558642 
 0.5889053996  672.562467   0.65820  11064.2  1.6560813 
 0.5888243303  672.760885   0.65815  11065.3  1.6562985 
 0.5887432628  672.959333   0.65810  11066.4  1.6565156 
 0.5886621969  673.157810   0.65805  11067.4  1.6567327 
 0.5885811327  673.356317   0.65800  11068.5  1.6569498 
 0.5885000703  673.554853   0.65795  11069.6  1.6571670 
 0.5884190095  673.753418   0.65790  11070.7  1.6573841 
 0.5883379504  673.952012   0.65785  11071.8  1.6576012 
 0.5882568931  674.150636   0.65780  11072.9  1.6578183 
 0.5881758374  674.349290   0.65775  11074.0  1.6580354 
 0.5880947835  674.547972   0.65770  11075.0  1.6582525 
 0.5880137312  674.746684   0.65765  11076.1  1.6584696 
 0.5879326807  674.945425   0.65760  11077.2  1.6586867 
 0.5878516319  675.144196   0.65755  11078.3  1.6589037 
 0.5877705848  675.342996   0.65750  11079.4  1.6591208 
 0.5876895395  675.541825   0.65745  11080.5  1.6593379 
 0.5876084958  675.740684   0.65740  11081.6  1.6595550 
 0.5875274539  675.939572   0.65735  11082.6  1.6597721 
 0.5874464137  676.138489   0.65730  11083.7  1.6599891 
 0.5873653753  676.337436   0.65725  11084.8  1.6602062 
 0.5872843386  676.536412   0.65720  11085.9  1.6604233 
 0.5872033036  676.735417   0.65715  11087.0  1.6606403 
 0.5871222704  676.934452   0.65710  11088.1  1.6608574 
 0.5870412389  677.133516   0.65705  11089.2  1.6610744 
 0.5869602091  677.332609   0.65700  11090.2  1.6612915 
 0.5868791811  677.531732   0.65695  11091.3  1.6615085 
 0.5867981549  677.730884   0.65690  11092.4  1.6617256 
 0.5867171304  677.930065   0.65685  11093.5  1.6619426 
 0.5866361076  678.129276   0.65680  11094.6  1.6621596 
 0.5865550866  678.328516   0.65675  11095.7  1.6623767 
 0.5864740674  678.527785   0.65670  11096.7  1.6625937 
 0.5863930499  678.727084   0.65665  11097.8  1.6628107 
 0.5863120342  678.926412   0.65660  11098.9  1.6630278 
 0.5862310203  679.125769   0.65655  11100.0  1.6632448 
 0.5861500081  679.325156   0.65650  11101.1  1.6634618 
 0.5860689977  679.524572   0.65645  11102.2  1.6636788 
 0.5859879890  679.724017   0.65640  11103.3  1.6638958 
 0.5859069822  679.923492   0.65635  11104.3  1.6641128 
 0.5858259771  680.122996   0.65630  11105.4  1.6643298 
 0.5857449738  680.322529   0.65625  11106.5  1.6645468 
 0.5856639723  680.522091   0.65620  11107.6  1.6647638 
 0.5855829726  680.721683   0.65615  11108.7  1.6649808 
 0.5855019747  680.921305   0.65610  11109.8  1.6651978 
 0.5854209785  681.120955   0.65605  11110.8  1.6654148 
 0.5853399842  681.320635   0.65600  11111.9  1.6656317 
 0.5852589916  681.520344   0.65595  11113.0  1.6658487 
 0.5851780008  681.720083   0.65590  11114.1  1.6660657 
 0.5850970119  681.919851   0.65585  11115.2  1.6662827 
 0.5850160247  682.119648   0.65580  11116.3  1.6664996 
 0.5849350394  682.319475   0.65575  11117.3  1.6667166 
 0.5848540559  682.519331   0.65570  11118.4  1.6669336 
 0.5847730741  682.719216   0.65565  11119.5  1.6671505 
 0.5846920942  682.919130   0.65560  11120.6  1.6673675 
 0.5846111161  683.119074   0.65555  11121.7  1.6675844 
 0.5845301398  683.319047   0.65550  11122.8  1.6678014 
 0.5844491654  683.519050   0.65545  11123.9  1.6680183 
 0.5843681927  683.719082   0.65540  11124.9  1.6682352 
 0.5842872219  683.919143   0.65535  11126.0  1.6684522 
 0.5842062529  684.119233   0.65530  11127.1  1.6686691 
 0.5841252858  684.319353   0.65525  11128.2  1.6688860 
 0.5840443204  684.519502   0.65520  11129.3  1.6691030 
 0.5839633569  684.719680   0.65515  11130.4  1.6693199 
 0.5838823953  684.919888   0.65510  11131.4  1.6695368 
 0.5838014355  685.120125   0.65505  11132.5  1.6697537 
 0.5837204775  685.320392   0.65500  11133.6  1.6699706 
 0.5836395214  685.520687   0.65495  11134.7  1.6701875 
 0.5835585671  685.721012   0.65490  11135.8  1.6704044 
 0.5834776147  685.921367   0.65485  11136.8  1.6706213 
 0.5833966641  686.121750   0.65480  11137.9  1.6708382 
 0.5833157154  686.322163   0.65475  11139.0  1.6710551 
 0.5832347685  686.522605   0.65470  11140.1  1.6712720 
 0.5831538235  686.723077   0.65465  11141.2  1.6714889 
 0.5830728803  686.923578   0.65460  11142.3  1.6717058 
 0.5829919391  687.124108   0.65455  11143.3  1.6719227 
 0.5829109996  687.324668   0.65450  11144.4  1.6721395 
 0.5828300621  687.525256   0.65445  11145.5  1.6723564 
 0.5827491264  687.725875   0.65440  11146.6  1.6725733 
 0.5826681926  687.926522   0.65435  11147.7  1.6727901 
 0.5825872607  688.127199   0.65430  11148.8  1.6730070 
 0.5825063306  688.327905   0.65425  11149.8  1.6732239 
 0.5824254024  688.528640   0.65420  11150.9  1.6734407 
 0.5823444762  688.729405   0.65415  11152.0  1.6736576 
 0.5822635518  688.930199   0.65410  11153.1  1.6738744 
 0.5821826293  689.131022   0.65405  11154.2  1.6740913 
 0.5821017086  689.331875   0.65400  11155.2  1.6743081 
 0.5820207899  689.532757   0.65395  11156.3  1.6745249 
 0.5819398731  689.733668   0.65390  11157.4  1.6747418 
 0.5818589581  689.934609   0.65385  11158.5  1.6749586 
 0.5817780451  690.135579   0.65380  11159.6  1.6751754 
 0.5816971340  690.336578   0.65375  11160.7  1.6753923 
 0.5816162247  690.537606   0.65370  11161.7  1.6756091 
 0.5815353174  690.738664   0.65365  11162.8  1.6758259 
 0.5814544120  690.939751   0.65360  11163.9  1.6760427 
 0.5813735085  691.140867   0.65355  11165.0  1.6762595 
 0.5812926070  691.342013   0.65350  11166.1  1.6764763 
 0.5812117073  691.543188   0.65345  11167.1  1.6766931 
 0.5811308096  691.744392   0.65340  11168.2  1.6769099 
 0.5810499137  691.945626   0.65335  11169.3  1.6771267 
 0.5809690198  692.146889   0.65330  11170.4  1.6773435 
 0.5808881279  692.348181   0.65325  11171.5  1.6775603 
 0.5808072378  692.549503   0.65320  11172.6  1.6777771 
 0.5807263497  692.750853   0.65315  11173.6  1.6779939 
 0.5806454635  692.952234   0.65310  11174.7  1.6782107 
 0.5805645793  693.153643   0.65305  11175.8  1.6784274 
 0.5804836970  693.355082   0.65300  11176.9  1.6786442 
 0.5804028166  693.556550   0.65295  11178.0  1.6788610 
 0.5803219382  693.758047   0.65290  11179.0  1.6790777 
 0.5802410618  693.959574   0.65285  11180.1  1.6792945 
 0.5801601873  694.161129   0.65280  11181.2  1.6795113 
 0.5800793147  694.362715   0.65275  11182.3  1.6797280 
 0.5799984441  694.564329   0.65270  11183.4  1.6799448 
 0.5799175754  694.765973   0.65265  11184.4  1.6801615 
 0.5798367087  694.967646   0.65260  11185.5  1.6803783 
 0.5797558440  695.169348   0.65255  11186.6  1.6805950 
