 # Jupiter model, Ptrans=7 Mbar, rock core 
 # m/Mp         P (GPa)    r/Rmean   T(K)   rho(g/ccm)
 0.9764159891  21.621415   0.93060  4228.1  0.3682117 
 0.9763799429  21.657273   0.93055  4228.4  0.3685451 
 0.9763438678  21.693167   0.93050  4228.8  0.3688786 
 0.9763077641  21.729097   0.93045  4229.1  0.3692121 
 0.9762716316  21.765061   0.93040  4229.5  0.3695458 
 0.9762354703  21.801061   0.93035  4229.8  0.3698795 
 0.9761992803  21.837096   0.93030  4230.1  0.3702133 
 0.9761630615  21.873166   0.93025  4230.5  0.3705472 
 0.9761268140  21.909271   0.93020  4230.8  0.3708811 
 0.9760905377  21.945412   0.93015  4231.2  0.3712151 
 0.9760542327  21.981588   0.93010  4231.5  0.3715492 
 0.9760178989  22.017800   0.93005  4231.9  0.3718834 
 0.9759815363  22.054047   0.93000  4232.2  0.3722177 
 0.9759451450  22.090329   0.92995  4232.5  0.3725520 
 0.9759087249  22.126646   0.92990  4232.9  0.3728864 
 0.9758722761  22.162999   0.92985  4233.2  0.3732209 
 0.9758357985  22.199387   0.92980  4233.6  0.3735554 
 0.9757992921  22.235811   0.92975  4233.9  0.3738901 
 0.9757627570  22.272270   0.92970  4234.3  0.3742248 
 0.9757261931  22.308765   0.92965  4234.6  0.3745596 
 0.9756896005  22.345295   0.92960  4234.9  0.3748944 
 0.9756529790  22.381860   0.92955  4235.3  0.3752294 
 0.9756163289  22.418461   0.92950  4235.6  0.3755644 
 0.9755796499  22.455097   0.92945  4236.0  0.3758995 
 0.9755429422  22.491769   0.92940  4236.3  0.3762347 
 0.9755062058  22.528476   0.92935  4236.6  0.3765699 
 0.9754694405  22.565219   0.92930  4237.0  0.3769052 
 0.9754326465  22.601998   0.92925  4237.3  0.3772406 
 0.9753958237  22.638811   0.92920  4237.7  0.3775761 
 0.9753589722  22.675661   0.92915  4238.0  0.3779116 
 0.9753220919  22.712546   0.92910  4238.3  0.3782473 
 0.9752851828  22.749466   0.92905  4238.7  0.3785830 
 0.9752482449  22.786422   0.92900  4239.0  0.3789187 
 0.9752112783  22.823414   0.92895  4239.4  0.3792546 
 0.9751742829  22.860441   0.92890  4239.7  0.3795905 
 0.9751372587  22.897504   0.92885  4240.0  0.3799265 
 0.9751002058  22.934603   0.92880  4240.4  0.3802626 
 0.9750631241  22.971737   0.92875  4240.7  0.3805988 
 0.9750260136  23.008907   0.92870  4241.0  0.3809350 
 0.9749888743  23.046112   0.92865  4241.4  0.3812713 
 0.9749517063  23.083353   0.92860  4241.7  0.3816077 
 0.9749145095  23.120630   0.92855  4242.1  0.3819441 
 0.9748772839  23.157942   0.92850  4242.4  0.3822807 
 0.9748400295  23.195290   0.92845  4242.7  0.3826173 
 0.9748027464  23.232674   0.92840  4243.1  0.3829540 
 0.9747654345  23.270094   0.92835  4243.4  0.3832907 
 0.9747280938  23.307549   0.92830  4243.7  0.3836276 
 0.9746907243  23.345040   0.92825  4244.1  0.3839645 
 0.9746533260  23.382567   0.92820  4244.4  0.3843015 
 0.9746158990  23.420130   0.92815  4244.8  0.3846385 
 0.9745784432  23.457728   0.92810  4245.1  0.3849757 
 0.9745409586  23.495362   0.92805  4245.4  0.3853129 
 0.9745034452  23.533032   0.92800  4245.8  0.3856502 
 0.9744659031  23.570738   0.92795  4246.1  0.3859876 
 0.9744283321  23.608480   0.92790  4246.4  0.3863250 
 0.9743907324  23.646257   0.92785  4246.8  0.3866625 
 0.9743531039  23.684071   0.92780  4247.1  0.3870001 
 0.9743154466  23.721920   0.92775  4247.4  0.3873378 
 0.9742777605  23.759805   0.92770  4247.8  0.3876755 
 0.9742400456  23.797726   0.92765  4248.1  0.3880133 
 0.9742023020  23.835683   0.92760  4248.4  0.3883512 
 0.9741645296  23.873675   0.92755  4248.8  0.3886892 
 0.9741267284  23.911704   0.92750  4249.1  0.3890272 
 0.9740888984  23.949769   0.92745  4249.4  0.3893654 
 0.9740510396  23.987869   0.92740  4249.8  0.3897035 
 0.9740131520  24.026006   0.92735  4250.1  0.3900418 
 0.9739752356  24.064178   0.92730  4250.4  0.3903802 
 0.9739372905  24.102387   0.92725  4250.8  0.3907186 
 0.9738993165  24.140631   0.92720  4251.1  0.3910571 
 0.9738613138  24.178912   0.92715  4251.4  0.3913956 
 0.9738232823  24.217228   0.92710  4251.8  0.3917343 
 0.9737852220  24.255580   0.92705  4252.1  0.3920730 
 0.9737471329  24.293969   0.92700  4252.4  0.3924118 
 0.9737090150  24.332394   0.92695  4252.7  0.3927507 
 0.9736708683  24.370854   0.92690  4253.1  0.3930896 
 0.9736326929  24.409351   0.92685  4253.4  0.3934286 
 0.9735944886  24.447884   0.92680  4253.7  0.3937677 
 0.9735562556  24.486453   0.92675  4254.1  0.3941069 
 0.9735179937  24.525058   0.92670  4254.4  0.3944461 
 0.9734797031  24.563699   0.92665  4254.7  0.3947855 
 0.9734413836  24.602376   0.92660  4255.1  0.3951248 
 0.9734030354  24.641089   0.92655  4255.4  0.3954643 
 0.9733646584  24.679839   0.92650  4255.7  0.3958039 
 0.9733262526  24.718624   0.92645  4256.0  0.3961435 
 0.9732878180  24.757446   0.92640  4256.4  0.3964832 
 0.9732493546  24.796304   0.92635  4256.7  0.3968229 
 0.9732108624  24.835199   0.92630  4257.0  0.3971628 
 0.9731723414  24.874129   0.92625  4257.4  0.3975027 
 0.9731337916  24.913096   0.92620  4257.7  0.3978427 
 0.9730952130  24.952099   0.92615  4258.0  0.3981827 
 0.9730566056  24.991138   0.92610  4258.3  0.3985233 
 0.9730179693  25.030213   0.92605  4258.7  0.3988656 
 0.9729793040  25.069325   0.92600  4259.0  0.3992079 
 0.9729406097  25.108474   0.92595  4259.3  0.3995504 
 0.9729018864  25.147659   0.92590  4259.6  0.3998929 
 0.9728631341  25.186880   0.92585  4260.0  0.4002355 
 0.9728243528  25.226138   0.92580  4260.3  0.4005781 
 0.9727855424  25.265433   0.92575  4260.6  0.4009208 
 0.9727467031  25.304764   0.92570  4260.9  0.4012637 
 0.9727078348  25.344131   0.92565  4261.3  0.4016066 
 0.9726689375  25.383535   0.92560  4261.6  0.4019495 
 0.9726300112  25.422976   0.92555  4261.9  0.4022926 
 0.9725910559  25.462453   0.92550  4262.2  0.4026357 
 0.9725520716  25.501967   0.92545  4262.6  0.4029789 
 0.9725130582  25.541518   0.92540  4262.9  0.4033222 
 0.9724740159  25.581105   0.92535  4263.2  0.4036656 
 0.9724349446  25.620729   0.92530  4263.5  0.4040090 
 0.9723958442  25.660389   0.92525  4263.8  0.4043525 
 0.9723567149  25.700086   0.92520  4264.2  0.4046961 
 0.9723175565  25.739820   0.92515  4264.5  0.4050398 
 0.9722783692  25.779590   0.92510  4264.8  0.4053835 
 0.9722391528  25.819398   0.92505  4265.1  0.4057274 
 0.9721999074  25.859241   0.92500  4265.5  0.4060713 
 0.9721606330  25.899122   0.92495  4265.8  0.4064153 
 0.9721213296  25.939039   0.92490  4266.1  0.4067593 
 0.9720819972  25.978993   0.92485  4266.4  0.4071035 
 0.9720426358  26.018984   0.92480  4266.7  0.4074477 
 0.9720032454  26.059011   0.92475  4267.1  0.4077920 
 0.9719638260  26.099076   0.92470  4267.4  0.4081364 
 0.9719243775  26.139177   0.92465  4267.7  0.4084808 
 0.9718849000  26.179315   0.92460  4268.0  0.4088254 
 0.9718453935  26.219489   0.92455  4268.3  0.4091700 
 0.9718058580  26.259701   0.92450  4268.7  0.4095147 
 0.9717662935  26.299949   0.92445  4269.0  0.4098594 
 0.9717267000  26.340234   0.92440  4269.3  0.4102043 
 0.9716870774  26.380556   0.92435  4269.6  0.4105492 
 0.9716474259  26.420915   0.92430  4269.9  0.4108942 
 0.9716077453  26.461311   0.92425  4270.2  0.4112393 
 0.9715680357  26.501744   0.92420  4270.6  0.4115844 
 0.9715282971  26.542213   0.92415  4270.9  0.4119296 
 0.9714885295  26.582720   0.92410  4271.2  0.4122749 
 0.9714487328  26.623263   0.92405  4271.5  0.4126203 
 0.9714089072  26.663843   0.92400  4271.8  0.4129658 
 0.9713690525  26.704461   0.92395  4272.2  0.4133113 
 0.9713291688  26.745115   0.92390  4272.5  0.4136570 
 0.9712892560  26.785806   0.92385  4272.8  0.4140026 
 0.9712493143  26.826534   0.92380  4273.1  0.4143484 
 0.9712093435  26.867300   0.92375  4273.4  0.4146943 
 0.9711693437  26.908102   0.92370  4273.7  0.4150402 
 0.9711293149  26.948941   0.92365  4274.1  0.4153862 
 0.9710892571  26.989817   0.92360  4274.4  0.4157323 
 0.9710491702  27.030731   0.92355  4274.7  0.4160784 
 0.9710090543  27.071681   0.92350  4275.0  0.4164247 
 0.9709689094  27.112668   0.92345  4275.3  0.4167710 
 0.9709287354  27.153693   0.92340  4275.6  0.4171174 
 0.9708885325  27.194754   0.92335  4276.0  0.4174638 
 0.9708483005  27.235853   0.92330  4276.3  0.4178104 
 0.9708080395  27.276989   0.92325  4276.6  0.4181570 
 0.9707677494  27.318162   0.92320  4276.9  0.4185037 
 0.9707274304  27.359372   0.92315  4277.2  0.4188505 
 0.9706870823  27.400619   0.92310  4277.5  0.4191973 
 0.9706467052  27.441903   0.92305  4277.8  0.4195443 
 0.9706062990  27.483225   0.92300  4278.2  0.4198913 
 0.9705658638  27.524584   0.92295  4278.5  0.4202384 
 0.9705253996  27.565980   0.92290  4278.8  0.4205855 
 0.9704849064  27.607413   0.92285  4279.1  0.4209328 
 0.9704443841  27.648883   0.92280  4279.4  0.4212801 
 0.9704038328  27.690391   0.92275  4279.7  0.4216275 
 0.9703632524  27.731936   0.92270  4280.0  0.4219749 
 0.9703226431  27.773518   0.92265  4280.4  0.4223225 
 0.9702820047  27.815137   0.92260  4280.7  0.4226701 
 0.9702413373  27.856794   0.92255  4281.0  0.4230178 
 0.9702006408  27.898487   0.92250  4281.3  0.4233656 
 0.9701599153  27.940219   0.92245  4281.6  0.4237134 
 0.9701191608  27.981987   0.92240  4281.9  0.4240614 
 0.9700783772  28.023793   0.92235  4282.2  0.4244094 
 0.9700375646  28.065636   0.92230  4282.5  0.4247574 
 0.9699967230  28.107517   0.92225  4282.9  0.4251056 
 0.9699558523  28.149434   0.92220  4283.2  0.4254538 
 0.9699149526  28.191390   0.92215  4283.5  0.4258022 
 0.9698740239  28.233382   0.92210  4283.8  0.4261505 
 0.9698330661  28.275412   0.92205  4284.1  0.4264990 
 0.9697920793  28.317480   0.92200  4284.4  0.4268475 
 0.9697510635  28.359585   0.92195  4284.7  0.4271962 
 0.9697100186  28.401727   0.92190  4285.0  0.4275449 
 0.9696689447  28.443906   0.92185  4285.3  0.4278936 
 0.9696278417  28.486124   0.92180  4285.7  0.4282425 
 0.9695867097  28.528378   0.92175  4286.0  0.4285914 
 0.9695455487  28.570670   0.92170  4286.3  0.4289404 
 0.9695043586  28.613000   0.92165  4286.6  0.4292895 
 0.9694631395  28.655367   0.92160  4286.9  0.4296386 
 0.9694218914  28.697771   0.92155  4287.2  0.4299879 
 0.9693806142  28.740213   0.92150  4287.5  0.4303372 
 0.9693393080  28.782693   0.92145  4287.8  0.4306865 
 0.9692979727  28.825210   0.92140  4288.1  0.4310360 
 0.9692566084  28.867765   0.92135  4288.4  0.4313855 
 0.9692152151  28.910357   0.92130  4288.7  0.4317351 
 0.9691737927  28.952987   0.92125  4289.1  0.4320848 
 0.9691323413  28.995654   0.92120  4289.4  0.4324346 
 0.9690908608  29.038359   0.92115  4289.7  0.4327844 
 0.9690493513  29.081102   0.92110  4290.0  0.4331343 
 0.9690078128  29.123882   0.92105  4290.3  0.4334843 
 0.9689662452  29.166700   0.92100  4290.6  0.4338344 
 0.9689246486  29.209556   0.92095  4290.9  0.4341845 
 0.9688830229  29.252449   0.92090  4291.2  0.4345348 
 0.9688413682  29.295380   0.92085  4291.5  0.4348851 
 0.9687996844  29.338348   0.92080  4291.8  0.4352354 
 0.9687579716  29.381355   0.92075  4292.1  0.4355859 
 0.9687162298  29.424399   0.92070  4292.4  0.4359364 
 0.9686744589  29.467480   0.92065  4292.7  0.4362870 
 0.9686326590  29.510600   0.92060  4293.1  0.4366377 
 0.9685908300  29.553757   0.92055  4293.4  0.4369884 
 0.9685489720  29.596952   0.92050  4293.7  0.4373393 
 0.9685070849  29.640184   0.92045  4294.0  0.4376902 
 0.9684651688  29.683455   0.92040  4294.3  0.4380411 
 0.9684232237  29.726763   0.92035  4294.6  0.4383922 
 0.9683812495  29.770109   0.92030  4294.9  0.4387433 
 0.9683392462  29.813492   0.92025  4295.2  0.4390945 
 0.9682972139  29.856914   0.92020  4295.5  0.4394458 
 0.9682551526  29.900373   0.92015  4295.8  0.4397972 
 0.9682130622  29.943871   0.92010  4296.1  0.4401486 
 0.9681709428  29.987406   0.92005  4296.4  0.4405001 
 0.9681287944  30.030979   0.92000  4296.7  0.4408517 
 0.9680866168  30.074590   0.91995  4297.0  0.4412033 
 0.9680444103  30.118238   0.91990  4297.3  0.4415551 
 0.9680021747  30.161925   0.91985  4297.6  0.4419069 
 0.9679599100  30.205650   0.91980  4297.9  0.4422588 
 0.9679176163  30.249412   0.91975  4298.2  0.4426107 
 0.9678752936  30.293212   0.91970  4298.5  0.4429628 
 0.9678329418  30.337051   0.91965  4298.8  0.4433149 
 0.9677905610  30.380927   0.91960  4299.1  0.4436671 
 0.9677481511  30.424841   0.91955  4299.5  0.4440193 
 0.9677057121  30.468794   0.91950  4299.8  0.4443717 
 0.9676632441  30.512784   0.91945  4300.1  0.4447241 
 0.9676207471  30.556812   0.91940  4300.4  0.4450766 
 0.9675782210  30.600878   0.91935  4300.7  0.4454291 
 0.9675356659  30.644983   0.91930  4301.0  0.4457818 
 0.9674930818  30.689125   0.91925  4301.3  0.4461345 
 0.9674504685  30.733305   0.91920  4301.6  0.4464873 
 0.9674078263  30.777524   0.91915  4301.9  0.4468401 
 0.9673651550  30.821780   0.91910  4302.2  0.4471896 
 0.9673224554  30.866074   0.91905  4302.8  0.4475330 
 0.9672797277  30.910405   0.91900  4303.3  0.4478765 
 0.9672369719  30.954773   0.91895  4303.8  0.4482201 
 0.9671941879  30.999178   0.91890  4304.3  0.4485637 
 0.9671513758  31.043620   0.91885  4304.8  0.4489073 
 0.9671085356  31.088100   0.91880  4305.3  0.4492511 
 0.9670656672  31.132616   0.91875  4305.8  0.4495949 
 0.9670227707  31.177170   0.91870  4306.3  0.4499387 
 0.9669798461  31.221761   0.91865  4306.8  0.4502826 
 0.9669368934  31.266390   0.91860  4307.3  0.4506266 
 0.9668939126  31.311055   0.91855  4307.8  0.4509706 
 0.9668509036  31.355758   0.91850  4308.4  0.4513147 
 0.9668078665  31.400498   0.91845  4308.9  0.4516588 
 0.9667648013  31.445276   0.91840  4309.4  0.4520030 
 0.9667217079  31.490090   0.91835  4309.9  0.4523472 
 0.9666785865  31.534942   0.91830  4310.4  0.4526915 
 0.9666354370  31.579831   0.91825  4310.9  0.4530359 
 0.9665922593  31.624758   0.91820  4311.4  0.4533803 
 0.9665490535  31.669721   0.91815  4311.9  0.4537248 
 0.9665058196  31.714722   0.91810  4312.4  0.4540693 
 0.9664625576  31.759761   0.91805  4312.9  0.4544139 
 0.9664192675  31.804837   0.91800  4313.4  0.4547586 
 0.9663759493  31.849950   0.91795  4313.9  0.4551033 
 0.9663326031  31.895100   0.91790  4314.4  0.4554481 
 0.9662892286  31.940288   0.91785  4314.9  0.4557929 
 0.9662458261  31.985513   0.91780  4315.4  0.4561378 
 0.9662023955  32.030775   0.91775  4315.9  0.4564828 
 0.9661589368  32.076075   0.91770  4316.4  0.4568278 
 0.9661154500  32.121413   0.91765  4317.0  0.4571728 
 0.9660719351  32.166787   0.91760  4317.5  0.4575179 
 0.9660283921  32.212199   0.91755  4318.0  0.4578631 
 0.9659848210  32.257649   0.91750  4318.5  0.4582084 
 0.9659412218  32.303136   0.91745  4319.0  0.4585537 
 0.9658975946  32.348661   0.91740  4319.5  0.4588990 
 0.9658539392  32.394222   0.91735  4320.0  0.4592444 
 0.9658102557  32.439822   0.91730  4320.5  0.4595899 
 0.9657665442  32.485459   0.91725  4321.0  0.4599354 
 0.9657228046  32.531133   0.91720  4321.5  0.4602810 
 0.9656790369  32.576845   0.91715  4322.0  0.4606266 
 0.9656352411  32.622594   0.91710  4322.5  0.4609723 
 0.9655914173  32.668381   0.91705  4323.0  0.4613181 
 0.9655475653  32.714205   0.91700  4323.5  0.4616639 
 0.9655036853  32.760067   0.91695  4324.0  0.4620098 
 0.9654597772  32.805967   0.91690  4324.5  0.4623557 
 0.9654158410  32.851904   0.91685  4325.0  0.4627017 
 0.9653718768  32.897878   0.91680  4325.5  0.4630477 
 0.9653278845  32.943890   0.91675  4326.0  0.4633938 
 0.9652838641  32.989940   0.91670  4326.5  0.4637400 
 0.9652398157  33.036027   0.91665  4327.0  0.4640862 
 0.9651957391  33.082152   0.91660  4327.5  0.4644325 
 0.9651516345  33.128315   0.91655  4328.0  0.4647788 
 0.9651075019  33.174515   0.91650  4328.5  0.4651252 
 0.9650633412  33.220753   0.91645  4329.0  0.4654716 
 0.9650191524  33.267028   0.91640  4329.5  0.4658181 
 0.9649749356  33.313341   0.91635  4330.0  0.4661647 
 0.9649306907  33.359692   0.91630  4330.5  0.4665113 
 0.9648864178  33.406080   0.91625  4331.0  0.4668580 
 0.9648421168  33.452506   0.91620  4331.5  0.4672047 
 0.9647977877  33.498970   0.91615  4332.0  0.4675515 
 0.9647534306  33.545471   0.91610  4332.4  0.4678983 
 0.9647090454  33.592011   0.91605  4332.9  0.4682452 
 0.9646646322  33.638587   0.91600  4333.4  0.4685922 
 0.9646201910  33.685202   0.91595  4333.9  0.4689392 
 0.9645757217  33.731854   0.91590  4334.4  0.4692863 
 0.9645312243  33.778544   0.91585  4334.9  0.4696334 
 0.9644866989  33.825272   0.91580  4335.4  0.4699806 
 0.9644421455  33.872038   0.91575  4335.9  0.4703279 
 0.9643975640  33.918841   0.91570  4336.4  0.4706752 
 0.9643529545  33.965682   0.91565  4336.9  0.4710225 
 0.9643083170  34.012561   0.91560  4337.4  0.4713699 
 0.9642636514  34.059477   0.91555  4337.9  0.4717174 
 0.9642189578  34.106432   0.91550  4338.4  0.4720650 
 0.9641742361  34.153424   0.91545  4338.9  0.4724125 
 0.9641294864  34.200454   0.91540  4339.4  0.4727602 
 0.9640847087  34.247522   0.91535  4339.9  0.4731079 
 0.9640399030  34.294628   0.91530  4340.4  0.4734557 
 0.9639950692  34.341772   0.91525  4340.9  0.4738035 
 0.9639502074  34.388953   0.91520  4341.3  0.4741513 
 0.9639053176  34.436173   0.91515  4341.8  0.4744993 
 0.9638603998  34.483430   0.91510  4342.3  0.4748473 
 0.9638154539  34.530725   0.91505  4342.8  0.4751953 
 0.9637704800  34.578058   0.91500  4343.3  0.4755434 
 0.9637254781  34.625429   0.91495  4343.8  0.4758916 
 0.9636804482  34.672838   0.91490  4344.3  0.4762398 
 0.9636353903  34.720285   0.91485  4344.8  0.4765881 
 0.9635903044  34.767769   0.91480  4345.3  0.4769364 
 0.9635451904  34.815292   0.91475  4345.8  0.4772848 
 0.9635000484  34.862853   0.91470  4346.3  0.4776332 
 0.9634548785  34.910451   0.91465  4346.7  0.4779817 
 0.9634096805  34.958088   0.91460  4347.2  0.4783303 
 0.9633644545  35.005763   0.91455  4347.7  0.4786789 
 0.9633192005  35.053475   0.91450  4348.2  0.4790275 
 0.9632739185  35.101226   0.91445  4348.7  0.4793763 
 0.9632286085  35.149014   0.91440  4349.2  0.4797250 
 0.9631832706  35.196841   0.91435  4349.7  0.4800739 
 0.9631379046  35.244705   0.91430  4350.2  0.4804228 
 0.9630925106  35.292608   0.91425  4350.7  0.4807717 
 0.9630470887  35.340549   0.91420  4351.1  0.4811207 
 0.9630016387  35.388528   0.91415  4351.6  0.4814698 
 0.9629561607  35.436545   0.91410  4352.1  0.4818189 
 0.9629106548  35.484599   0.91405  4352.6  0.4821681 
 0.9628651209  35.532692   0.91400  4353.1  0.4825173 
 0.9628195589  35.580824   0.91395  4353.6  0.4828666 
 0.9627739691  35.628993   0.91390  4354.1  0.4832160 
 0.9627283512  35.677200   0.91385  4354.6  0.4835654 
 0.9626827053  35.725446   0.91380  4355.0  0.4839148 
 0.9626370315  35.773729   0.91375  4355.5  0.4842644 
 0.9625913297  35.822051   0.91370  4356.0  0.4846139 
 0.9625455999  35.870411   0.91365  4356.5  0.4849636 
 0.9624998421  35.918809   0.91360  4357.0  0.4853132 
 0.9624540564  35.967245   0.91355  4357.5  0.4856630 
 0.9624082427  36.015719   0.91350  4358.0  0.4860128 
 0.9623624010  36.064232   0.91345  4358.4  0.4863626 
 0.9623165313  36.112783   0.91340  4358.9  0.4867125 
 0.9622706337  36.161372   0.91335  4359.4  0.4870625 
 0.9622247081  36.209999   0.91330  4359.9  0.4874125 
 0.9621787546  36.258664   0.91325  4360.4  0.4877626 
 0.9621327731  36.307368   0.91320  4360.9  0.4881127 
 0.9620867636  36.356110   0.91315  4361.3  0.4884629 
 0.9620407262  36.404890   0.91310  4361.8  0.4888132 
 0.9619946608  36.453708   0.91305  4362.3  0.4891635 
 0.9619485675  36.502565   0.91300  4362.8  0.4895138 
 0.9619024462  36.551460   0.91295  4363.3  0.4898643 
 0.9618562970  36.600393   0.91290  4363.8  0.4902147 
 0.9618101197  36.649365   0.91285  4364.2  0.4905653 
 0.9617639146  36.698375   0.91280  4364.7  0.4909158 
 0.9617176816  36.747423   0.91275  4365.2  0.4912665 
 0.9616714205  36.796509   0.91270  4365.7  0.4916172 
 0.9616251315  36.845634   0.91265  4366.2  0.4919679 
 0.9615788146  36.894798   0.91260  4366.6  0.4923187 
 0.9615324698  36.943999   0.91255  4367.1  0.4926696 
 0.9614860970  36.993239   0.91250  4367.6  0.4930205 
 0.9614396963  37.042517   0.91245  4368.1  0.4933715 
 0.9613932676  37.091834   0.91240  4368.6  0.4937225 
 0.9613468110  37.141189   0.91235  4369.0  0.4940736 
 0.9613003265  37.190582   0.91230  4369.5  0.4944248 
 0.9612538141  37.240014   0.91225  4370.0  0.4947760 
 0.9612072737  37.289485   0.91220  4370.5  0.4951272 
 0.9611607054  37.338993   0.91215  4371.0  0.4954785 
 0.9611141092  37.388540   0.91210  4371.4  0.4958299 
 0.9610674850  37.438126   0.91205  4371.9  0.4961813 
 0.9610208329  37.487750   0.91200  4372.4  0.4965328 
 0.9609741529  37.537413   0.91195  4372.9  0.4968843 
 0.9609274450  37.587114   0.91190  4373.4  0.4972359 
 0.9608807092  37.636853   0.91185  4373.8  0.4975876 
 0.9608339455  37.686631   0.91180  4374.3  0.4979393 
 0.9607871538  37.736447   0.91175  4374.8  0.4982910 
 0.9607403343  37.786302   0.91170  4375.3  0.4986428 
 0.9606934868  37.836196   0.91165  4375.7  0.4989947 
 0.9606466114  37.886128   0.91160  4376.2  0.4993466 
 0.9605997082  37.936098   0.91155  4376.7  0.4996986 
 0.9605527770  37.986108   0.91150  4377.2  0.5000506 
 0.9605058179  38.036155   0.91145  4377.6  0.5004027 
 0.9604588309  38.086241   0.91140  4378.1  0.5007549 
 0.9604118160  38.136366   0.91135  4378.6  0.5011071 
 0.9603647733  38.186530   0.91130  4379.1  0.5014593 
 0.9603177028  38.236731   0.91125  4379.7  0.5018009 
 0.9602706062  38.286970   0.91120  4380.4  0.5021339 
 0.9602234834  38.337245   0.91115  4381.1  0.5024670 
 0.9601763347  38.387557   0.91110  4381.8  0.5028001 
 0.9601291598  38.437905   0.91105  4382.4  0.5031332 
 0.9600819588  38.488291   0.91100  4383.1  0.5034663 
 0.9600347319  38.538713   0.91095  4383.8  0.5037995 
 0.9599874788  38.589171   0.91090  4384.5  0.5041327 
 0.9599401997  38.639667   0.91085  4385.2  0.5044659 
 0.9598928946  38.690199   0.91080  4385.9  0.5047992 
 0.9598455634  38.740768   0.91075  4386.6  0.5051325 
 0.9597982061  38.791373   0.91070  4387.3  0.5054658 
 0.9597508229  38.842015   0.91065  4388.0  0.5057991 
 0.9597034136  38.892694   0.91060  4388.7  0.5061325 
 0.9596559782  38.943410   0.91055  4389.4  0.5064659 
 0.9596085169  38.994163   0.91050  4390.1  0.5067993 
 0.9595610295  39.044952   0.91045  4390.8  0.5071327 
 0.9595135161  39.095778   0.91040  4391.4  0.5074662 
 0.9594659767  39.146641   0.91035  4392.1  0.5077997 
 0.9594184113  39.197540   0.91030  4392.8  0.5081332 
 0.9593708199  39.248477   0.91025  4393.5  0.5084668 
 0.9593232025  39.299450   0.91020  4394.2  0.5088004 
 0.9592755591  39.350460   0.91015  4394.9  0.5091340 
 0.9592278897  39.401506   0.91010  4395.6  0.5094676 
 0.9591801943  39.452590   0.91005  4396.3  0.5098012 
 0.9591324729  39.503710   0.91000  4397.0  0.5101349 
 0.9590847256  39.554867   0.90995  4397.6  0.5104686 
 0.9590369523  39.606061   0.90990  4398.3  0.5108024 
 0.9589891530  39.657292   0.90985  4399.0  0.5111361 
 0.9589413277  39.708560   0.90980  4399.7  0.5114699 
 0.9588934765  39.759864   0.90975  4400.4  0.5118037 
 0.9588455993  39.811206   0.90970  4401.1  0.5121376 
 0.9587976962  39.862584   0.90965  4401.8  0.5124714 
 0.9587497671  39.913999   0.90960  4402.4  0.5128053 
 0.9587018120  39.965451   0.90955  4403.1  0.5131393 
 0.9586538311  40.016940   0.90950  4403.8  0.5134732 
 0.9586058242  40.068465   0.90945  4404.5  0.5138072 
 0.9585577913  40.120028   0.90940  4405.2  0.5141412 
 0.9585097325  40.171627   0.90935  4405.9  0.5144752 
 0.9584616478  40.223264   0.90930  4406.6  0.5148093 
 0.9584135372  40.274937   0.90925  4407.2  0.5151433 
 0.9583654007  40.326647   0.90920  4407.9  0.5154774 
 0.9583172382  40.378394   0.90915  4408.6  0.5158116 
 0.9582690499  40.430178   0.90910  4409.3  0.5161457 
 0.9582208356  40.481999   0.90905  4410.0  0.5164799 
 0.9581725954  40.533857   0.90900  4410.6  0.5168141 
 0.9581243294  40.585752   0.90895  4411.3  0.5171484 
 0.9580760374  40.637684   0.90890  4412.0  0.5174826 
 0.9580277196  40.689652   0.90885  4412.7  0.5178169 
 0.9579793758  40.741658   0.90880  4413.4  0.5181512 
 0.9579310062  40.793700   0.90875  4414.1  0.5184856 
 0.9578826107  40.845780   0.90870  4414.7  0.5188199 
 0.9578341894  40.897896   0.90865  4415.4  0.5191543 
 0.9577857421  40.950050   0.90860  4416.1  0.5194888 
 0.9577372690  41.002240   0.90855  4416.8  0.5198232 
 0.9576887701  41.054468   0.90850  4417.5  0.5201577 
 0.9576402453  41.106732   0.90845  4418.1  0.5204922 
 0.9575916946  41.159034   0.90840  4418.8  0.5208267 
 0.9575431181  41.211372   0.90835  4419.5  0.5211613 
 0.9574945157  41.263748   0.90830  4420.2  0.5214958 
 0.9574458876  41.316160   0.90825  4420.8  0.5218305 
 0.9573972335  41.368610   0.90820  4421.5  0.5221651 
 0.9573485537  41.421097   0.90815  4422.2  0.5224997 
 0.9572998480  41.473620   0.90810  4422.9  0.5228344 
 0.9572511165  41.526181   0.90805  4423.6  0.5231691 
 0.9572023591  41.578779   0.90800  4424.2  0.5235039 
 0.9571535760  41.631413   0.90795  4424.9  0.5238386 
 0.9571047670  41.684085   0.90790  4425.6  0.5241734 
 0.9570559323  41.736794   0.90785  4426.3  0.5245082 
 0.9570070717  41.789540   0.90780  4426.9  0.5248431 
 0.9569581854  41.842323   0.90775  4427.6  0.5251780 
 0.9569092732  41.895143   0.90770  4428.3  0.5255128 
 0.9568603353  41.948001   0.90765  4429.0  0.5258478 
 0.9568113716  42.000895   0.90760  4429.6  0.5261827 
 0.9567623820  42.053826   0.90755  4430.3  0.5265177 
 0.9567133667  42.106795   0.90750  4431.0  0.5268527 
 0.9566643257  42.159801   0.90745  4431.7  0.5271877 
