 # Jupiter model, Ptrans=2 Mbar, diluted core
 # m/Mp         P (GPa)    r/Rmean   T(K)   rho(g/ccm)
 0.1758988663  2171.775515   0.38812  16789.2  3.0521325 
 0.1738285052  2184.460913   0.38612  16822.0  3.0608108 
 0.1717736676  2197.164013   0.38412  16854.8  3.0694754 
 0.1697343727  2209.884714   0.38212  16887.4  3.0781263 
 0.1677106382  2222.622924   0.38012  16920.0  3.0867636 
 0.1657024806  2235.378558   0.37812  16952.5  3.0953873 
 0.1637099151  2248.151539   0.37612  16984.9  3.1039976 
 0.1617329558  2260.941797   0.37412  17017.3  3.1125943 
 0.1597716154  2273.749274   0.37212  17049.5  3.1211777 
 0.1578259053  2286.573917   0.37012  17081.7  3.1297479 
 0.1558958358  2299.415685   0.36812  17113.8  3.1383048 
 0.1539814159  2312.274544   0.36612  17145.8  3.1468486 
 0.1520826534  2325.150473   0.36412  17177.8  3.1553794 
 0.1501995547  2338.043457   0.36212  17209.7  3.1638972 
 0.1483321251  2350.953493   0.36012  17241.5  3.1724023 
 0.1464803687  2363.880591   0.35812  17273.2  3.1808946 
 0.1446442882  2376.824769   0.35612  17304.9  3.1893744 
 0.1430505782  2388.164960   0.35437  17332.5  3.1967839 
 0.1429447575  2388.92144    0.35426  17334.5  3.1972775    
 0.1429366230  2388.97977    0.35425  17334.5  3.7943732  
 0.1428542461  2389.573056   0.35417  17334.5  3.7948610 
 0.1420369661  2395.428434   0.35341  17334.5  3.7996712 
 0.1337960401  2455.435809   0.34561  17334.5  3.8486449 
 0.0691664887  3005.651611   0.27188  17334.5  4.2734779 
 0.0240854915  3547.337347   0.18810  17334.5  4.6569882 
 0.0081687335  3833.915328   0.13013  17334.5  4.8488959 
 0.0027359982  3977.760501   0.09003  17334.5  4.9426229 
 0.0009109334  4048.187639   0.06228  17334.5  4.9879182 
 0.0003024270  4082.263195   0.04309  17334.5  5.0096980 
 0.0001002682  4098.657456   0.02981  17334.5  5.0201455 
 0.0000332218  4106.523707   0.02062  17334.5  5.0251513 
 0.0000110039  4110.293197   0.01427  17334.5  5.0275484 
 0.0000036442  4112.098412   0.00987  17334.5  5.0286960 
 0.0000012068  4112.962677   0.00683  17334.5  5.0292453 
 0.0000003996  4113.376394   0.00472  17334.5  5.0295083 
 0.0000001323  4113.574424   0.00327  17334.5  5.0296341 
 0.0000000438  4113.669210   0.00226  17334.5  5.0296944 
 0.0000000145  4113.714578   0.00156  17334.5  5.0297232 
 0.0000000048  4113.736292   0.00108  17334.5  5.0297370 
